,,,,,
,,"['HEAD', 'gen']",12,['nom'],1
,,,,,
,,,,[],9
,,,,,
,,,,['на+acc'],2
,,,,,
---,---,---,---,,
,,,,,
видеообращение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,[],1
,,,,,
,,"['HEAD', 'gen']",1,['к+dat'],1
,,,,,
---,---,---,---,,
,,,,,
изготовление,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",2,[],2
,,,,,
---,---,---,---,,
,,,,,
столкновение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['с+ins'],1
,,,,,
---,---,---,---,,
,,,,,
распространение,6,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['среди+gen'],1
,,,,,
,,"['HEAD', 'gen']",4,['в+loc'],2
,,,,,
,,,,[],2
,,,,,
,,,,['к+loc'],1
,,,,,
---,---,---,---,,
,,,,,
отстранение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['от+gen'],1
,,,,,
---,---,---,---,,
,,,,,
представление,16,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],9,['о+loc'],5
,,,,,
,,"['poss', 'HEAD']",3,['об+loc'],1
,,,,,
,,"['HEAD', 'gen']",4,"['VERB,impf,intr sing,3per,pres,indc']",1
,,,,,
,,,,"['о+loc', 'CONJ']",1
,,,,,
,,,,['CONJ'],1
,,,,,
,,,,['о+loc (ADJ)'],1
,,,,,
,,,,['в+loc'],1
,,,,,
,,,,"['об+loc', 'loc']",1
,,,,,
,,,,[],3
,,,,,
,,,,"['накануне+gen', 'VERB,impf,intr neut,sing,past,indc']",1
,,,,,
---,---,---,---,,
,,,,,
регулирование,6,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['в+acc'],1
,,,,,
,,"['HEAD', 'gen']",5,[],5
,,,,,
---,---,---,---,,
,,,,,
освоение,11,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,['LATN'],1
,,,,,
,,"['HEAD', 'gen']",10,[],9
,,,,,
,,,,['под+acc'],1
,,,,,
---,---,---,---,,
,,,,,
возвращение,6,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['от+gen'],1
,,,,,
,,"['poss', 'HEAD']",1,['из+gen'],1
,,,,,
,,"['HEAD', 'gen']",3,[],1
,,,,,
,,,,['к+dat'],1
,,,,,
,,,,['в+acc'],2
,,,,,
---,---,---,---,,
,,,,,
знание,12,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['с+ins'],1
,,,,,
,,"['poss', 'HEAD']",3,['о+loc'],1
,,,,,
,,"['HEAD', 'gen']",7,['в+PRCL'],1
,,,,,
,,,,['в+acc'],1
,,,,,
,,,,['в+loc'],1
,,,,,
,,,,[],7
,,,,,
---,---,---,---,,
,,,,,
слушание,3,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],3,['по+dat'],1
,,,,,
,,,,['с+ins'],1
,,,,,
,,,,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
введение,8,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,"['acc', 'VERB,impf,intr sing,3per,pres,indc']",1
,,,,,
,,"['HEAD', 'gen']",7,"['у+VERB,perf,intr plur,past,indc']",1
,,,,,
,,,,['с+ins'],1
,,,,,
,,,,['для+gen'],1
,,,,,
,,,,[],4
,,,,,
---,---,---,---,,
,,,,,
обжаривание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['на+loc'],1
,,,,,
---,---,---,---,,
,,,,,
обладание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
исследование,22,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],10,['на+loc'],1
,,,,,
,,"['poss', 'HEAD']",1,"['VERB,impf,intr plur,3per,pres,indc']",1
,,,,,
,,"['HEAD', 'gen']",11,"['в+loc', 'на+loc']",1
,,,,,
,,,,['nom'],1
,,,,,
,,,,['loc'],1
,,,,,
,,,,['CONJ'],3
,,,,,
,,,,['в+loc'],1
,,,,,
,,,,"['на+acc', 'через+gen']",1
,,,,,
,,,,[],11
,,,,,
,,,,['для+gen'],1
,,,,,
---,---,---,---,,
,,,,,
плавание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'ins']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
возмещение,3,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",3,['CONJ'],2
,,,,,
,,,,['из+gen'],1
,,,,,
---,---,---,---,,
,,,,,
непонимание,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",2,[],2
,,,,,
---,---,---,---,,
,,,,,
всхлипывание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
освобождение,5,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],3,['от+gen'],3
,,,,,
,,"['HEAD', 'gen']",2,"['от+gen', 'acc']",1
,,,,,
,,,,[],1
,,,,,
---,---,---,---,,
,,,,,
излучение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['acc'],1
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
месторождение,5,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['в+loc'],2
,,,,,
,,"['HEAD', 'gen']",3,[],2
,,,,,
,,,,"['VERB,impf,intr sing,3per,pres,indc']",1
,,,,,
---,---,---,---,,
,,,,,
обострение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
нововведение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['nom'],1
,,,,,
---,---,---,---,,
,,,,,
заблуждение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['PNCT'],1
,,,,,
---,---,---,---,,
,,,,,
предположение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
предъявление,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
углубление,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
цирконие,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['ins (ADJ)'],1
,,,,,
---,---,---,---,,
,,,,,
промывание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
существование,5,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,[],4
,,,,,
,,"['HEAD', 'gen']",4,['acc'],1
,,,,,
---,---,---,---,,
,,,,,
сочинение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['nom'],1
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
возведение,8,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",8,['на+loc'],1
,,,,,
,,,,[],7
,,,,,
---,---,---,---,,
,,,,,
соединение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,[],1
,,,,,
,,"['HEAD', 'gen']",1,['PNCT'],1
,,,,,
---,---,---,---,,
,,,,,
удаление,5,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['за+acc'],1
,,,,,
,,"['HEAD', 'gen']",3,['от+gen'],1
,,,,,
,,,,['в+loc'],1
,,,,,
,,,,['nom'],1
,,,,,
,,,,[],1
,,,,,
---,---,---,---,,
,,,,,
настроение,7,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],4,['acc'],1
,,,,,
,,"['poss', 'HEAD']",1,"['VERB,impf,tran sing,1per,pres,indc']",1
,,,,,
,,"['HEAD', 'gen']",2,['в+loc'],1
,,,,,
,,,,[],3
,,,,,
,,,,['PNCT'],1
,,,,,
---,---,---,---,,
,,,,,
появление,18,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['у+gen'],1
,,,,,
,,"['HEAD', 'gen']",16,['на+loc'],1
,,,,,
,,,,['на+acc'],1
,,,,,
,,,,['CONJ'],1
,,,,,
,,,,['в+loc'],3
,,,,,
,,,,[],10
,,,,,
,,,,"['в+loc', 'nom']",1
,,,,,
---,---,---,---,,
,,,,,
прочесывание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
наступление,5,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,"['с+gen', 'VERB,perf,tran neut,sing,past,indc']",1
,,,,,
,,"['HEAD', 'gen']",3,['на+loc'],1
,,,,,
,,,,[],3
,,,,,
---,---,---,---,,
,,,,,
течение,28,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",28,[],28
,,,,,
---,---,---,---,,
,,,,,
восклицание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['PNCT'],1
,,,,,
---,---,---,---,,
,,,,,
внимание,25,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],13,['PNCT'],1
,,,,,
,,"['poss', 'HEAD']",2,['nom'],1
,,,,,
,,"['HEAD', 'gen']",10,['к+dat'],1
,,,,,
,,,,['на+acc'],10
,,,,,
,,,,['CONJ'],1
,,,,,
,,,,['в+loc'],1
,,,,,
,,,,['acc'],1
,,,,,
,,,,[],9
,,,,,
---,---,---,---,,
,,,,,
составление,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,['на+acc'],1
,,,,,
---,---,---,---,,
,,,,,
разъяснение,3,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['CONJ'],1
,,,,,
,,"['poss', 'HEAD']",1,[],1
,,,,,
,,,,['к+dat'],1
,,,,,
---,---,---,---,,
,,,,,
предстояние,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
предложение,28,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'ins']",1,['от+gen'],2
,,,,,
,,['HEAD'],17,['на+loc'],1
,,,,,
,,"['poss', 'HEAD']",4,['в+acc'],1
,,,,,
,,"['HEAD', 'gen']",6,['в+loc'],1
,,,,,
,,,,"['за+NOUN,inan,neut,Sgtm sing,nomn']",1
,,,,,
,,,,[],8
,,,,,
,,,,"['INFN,perf,intr']",2
,,,,,
,,,,['по+dat'],5
,,,,,
,,,,['о+loc'],1
,,,,,
,,,,['об+loc'],2
,,,,,
,,,,['acc'],1
,,,,,
,,,,"['INFN,perf,tran']",3
,,,,,
---,---,---,---,,
,,,,,
подорожание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
деяние,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['dat'],1
,,,,,
---,---,---,---,,
,,,,,
пение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'ins']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
аннулирование,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
сказание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,"['PRCL', 'nom']",1
,,,,,
---,---,---,---,,
,,,,,
вознаграждение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['для+gen'],1
,,,,,
---,---,---,---,,
,,,,,
забвение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
зрение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
волнение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
колебание,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,[],1
,,,,,
,,"['HEAD', 'gen']",1,"['VERB,impf,intr sing,3per,pres,indc']",1
,,,,,
---,---,---,---,,
,,,,,
приготовление,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
моделирование,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
землетрясение,8,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'ins']",2,['CONJ'],1
,,,,,
,,['HEAD'],6,['в+loc'],4
,,,,,
,,,,[],1
,,,,,
,,,,"['nom', 'в+nom']",1
,,,,,
,,,,['в+gen'],1
,,,,,
---,---,---,---,,
,,,,,
окисление,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
анкетирование,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
наращивание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
мотивирование,1,модели управления,количество,адъюнкты,количество
,,,,,
